"","gene","cluster_id","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","coef"
"4122","Abhd2","OPC",-0.688877496324175,9.69869303963769,87.4171256627875,1.59014250892989e-08,0.000164818271050583,0.000164818271050583,"genotype_num"
"6735","Cnp","OPC",-0.802311309518131,7.21968977698214,66.8859032521205,1.23983511946315e-07,0.00064254455066178,0.00064254455066178,"genotype_num"
"7087","Nfkbia","OPC",-4.23068109789992,2.84302291233869,47.9414174075096,8.86289822103783e-07,0.00240223043456575,0.00240223043456575,"genotype_num"
"8582","Abcc5","OPC",-0.598463476958333,8.46060735041326,50.6726860701648,9.27054678076507e-07,0.00240223043456575,0.00240223043456575,"genotype_num"
"5873","Bsg","OPC",0.629555043734384,7.86209562626358,46.5972617034083,1.65802063590655e-06,0.00296166735374278,0.00296166735374278,"genotype_num"
"9325","Ttr","OPC",-3.09089199651711,5.02389236900215,57.4470303319107,1.71442393849076e-06,0.00296166735374278,0.00296166735374278,"genotype_num"
"7998","Tpt1","OPC",0.607485619929608,8.17202608911376,41.2714340869062,3.75811644998799e-06,0.00556469671487508,0.00556469671487508,"genotype_num"
"6198","Plek","OPC",-3.46421918023161,2.32139566444308,33.5593238624592,1.05057312206595e-05,0.0133174524947457,0.0133174524947457,"genotype_num"
"8549","Ube2l3","OPC",0.929101548823735,5.83925976203421,34.6738698427274,1.15636345829919e-05,0.0133174524947457,0.0133174524947457,"genotype_num"
"7209","Abcd4","OPC",-0.956042532763166,5.37428773157988,31.3943117596176,2.13501930957352e-05,0.0221294751437295,0.0221294751437295,"genotype_num"
"10263","Plp1","OPC",-4.5547745158108,5.14920455144174,28.9618637549381,2.85170989168162e-05,0.0268708845702546,0.0268708845702546,"genotype_num"
"5280","Cspg4","OPC",-0.351424577431269,10.7500633444195,27.7498462761998,4.43994410023503e-05,0.03835001716578,0.03835001716578,"genotype_num"
"6929","Actg1","OPC",0.411011527039756,9.13288239545773,25.9889573988362,6.46367503422598e-05,0.0515353782536556,0.0515353782536556,"genotype_num"
"1089","B2m","OPC",0.797821467271376,6.40354941236867,25.5735405480656,7.07865580619967e-05,0.0524073338794711,0.0524073338794711,"genotype_num"
"2538","Ccnl2","OPC",-0.504184890270657,7.35428200018703,25.0691157386095,7.9136591270819e-05,0.0546833845681359,0.0546833845681359,"genotype_num"
"8276","Ddx17","OPC",-0.353021225222711,9.29799196254055,24.478780608344,9.03257073958921e-05,0.0585141223224013,0.0585141223224013,"genotype_num"
"5403","Eef1a1","OPC",0.353769819810921,9.7162608058611,23.6778942280318,0.000108409448792953,0.0624257742632757,0.0624257742632757,"genotype_num"
"8586","Abcf3","OPC",-0.742849611215032,5.69687591691641,23.8223356138711,0.000104875544366258,0.0624257742632757,0.0624257742632757,"genotype_num"
"9182","Mllt1","OPC",0.698044890178051,6.02451045982249,23.2239055662592,0.000120425539386033,0.0656953008282229,0.0656953008282229,"genotype_num"
"16","Cspp1","OPC",-0.656092740288008,6.12672971434116,22.8409173114438,0.000131707969238218,0.0663213163593503,0.0663213163593503,"genotype_num"
"2498","Per3","OPC",-0.728600360759373,6.06914966946283,22.7558521978641,0.000134370250221549,0.0663213163593503,0.0663213163593503,"genotype_num"
"5976","Nt5dc3","OPC",-0.871809759541851,5.14276238420431,21.9303229507759,0.000163555603605303,0.0770569923349531,0.0770569923349531,"genotype_num"
"1910","Rab2a","OPC",0.400602522410146,8.75460818911995,21.3004659179336,0.00019054301697392,0.0795115036498696,0.0795115036498696,"genotype_num"
"5842","S100b","OPC",0.411755200981619,8.41722609848689,21.0773807936606,0.000201262681710785,0.0795115036498696,0.0795115036498696,"genotype_num"
"6438","Per1","OPC",-0.678182681321252,7.78462732141825,20.8319310224503,0.000213836110436862,0.0795115036498696,0.0795115036498696,"genotype_num"
"7021","Kidins220","OPC",-0.344732891057419,8.67170452517171,21.1029808953077,0.000199999007487672,0.0795115036498696,0.0795115036498696,"genotype_num"
"8700","Abhd10","OPC",-0.756165889122126,5.53903478902024,20.8141092979857,0.000214792291577072,0.0795115036498696,0.0795115036498696,"genotype_num"
"9433","Pcdhb16","OPC",-0.882113909489436,5.00669985466813,21.0367299871208,0.000203306679761855,0.0795115036498696,0.0795115036498696,"genotype_num"
"7353","Klf6","OPC",-0.490616835080698,7.39825003008726,20.184148214242,0.000251408714794769,0.0898569423740613,0.0898569423740613,"genotype_num"
"5393","Scg3","OPC",0.366545599062283,8.13052751781089,19.7449818994599,0.000281029739877954,0.097095775127833,0.097095775127833,"genotype_num"
"4240","Smpd1","OPC",0.443532359937978,7.37982126722094,19.5712444196221,0.000293801306675178,0.0982338885060715,0.0982338885060715,"genotype_num"
"4502","Abhd13","OPC",-0.79335029068833,5.68779399492578,19.3468249881858,0.000311268214369972,0.100821720060774,0.100821720060774,"genotype_num"
"1288","Nnat","OPC",0.548408152071187,7.98465616649644,19.0274981367813,0.000338117234111136,0.103076033281233,0.103076033281233,"genotype_num"
"1520","Dclk1","OPC",-0.406423389944775,8.5314977942157,19.0548497575088,0.000335718272854845,0.103076033281233,0.103076033281233,"genotype_num"
"1742","St7l","OPC",-0.582823114398083,5.91145614386542,18.6597234065573,0.00037229176390468,0.109885145829974,0.109885145829974,"genotype_num"
"7399","Hist1h1e","OPC",0.628782011367624,7.29454163464666,18.4156294373299,0.000397069142470871,0.109885145829974,0.109885145829974,"genotype_num"
"8683","Gap43","OPC",0.59403200229862,6.68156168481576,18.3610655573138,0.000402859193587942,0.109885145829974,0.109885145829974,"genotype_num"
"9879","Dnmbp","OPC",-0.617393283256121,5.68381029634736,18.4849700363641,0.000389858386909808,0.109885145829974,0.109885145829974,"genotype_num"
"1040","Ccdc32","OPC",1.13390294995751,4.6216870529624,17.2026434717392,0.000550918030849793,0.122309106974759,0.122309106974759,"genotype_num"
"1322","Dbndd2","OPC",-0.866015549608403,4.82305066871815,17.1363369801601,0.000560958850345004,0.122309106974759,0.122309106974759,"genotype_num"
"3321","Dennd2a","OPC",-0.393896666183341,7.39819008849028,17.4759391604893,0.0005111018770749,0.122309106974759,0.122309106974759,"genotype_num"
"3639","P3h3","OPC",-0.534185753909953,6.26385871275719,17.37339266509,0.00052560949890071,0.122309106974759,0.122309106974759,"genotype_num"
"3712","Itpr2","OPC",-0.408171714788021,8.23149069450899,17.6536754370246,0.000487005881441129,0.122309106974759,0.122309106974759,"genotype_num"
"4579","Zfp703","OPC",0.856610446888326,5.20425252863899,17.4932839655418,0.000508730351763762,0.122309106974759,0.122309106974759,"genotype_num"
"5071","Fam76b","OPC",-0.558456444618123,6.32611772946427,17.1316356292288,0.000561641252541629,0.122309106974759,0.122309106974759,"genotype_num"
"6048","Cpsf6","OPC",-0.351725897123132,8.08225579611983,17.7536098354332,0.000474013955154136,0.122309106974759,0.122309106974759,"genotype_num"
"7098","Pnn","OPC",-0.404651228818955,7.13225141502966,17.0335353813832,0.00057702916088357,0.122309106974759,0.122309106974759,"genotype_num"
"8008","Dgkh","OPC",-0.734248090874137,5.26084763238427,16.9908490268585,0.000583911277475777,0.122309106974759,0.122309106974759,"genotype_num"
"8391","Dbx2","OPC",0.579459980102617,6.16562269831815,17.4482312117763,0.000514982984317722,0.122309106974759,0.122309106974759,"genotype_num"
"9081","Trim39","OPC",-0.829194857492587,5.01415430638424,16.9533771785519,0.000590010163891746,0.122309106974759,0.122309106974759,"genotype_num"
"2809","Adgrl3","OPC",-0.342703210669805,8.2248593058844,16.1040480336215,0.000748587448528506,0.136244894315653,0.136244894315653,"genotype_num"
"2935","Pop5","OPC",0.81855883296284,5.27162641664401,16.1012071235969,0.000749248333429063,0.136244894315653,0.136244894315653,"genotype_num"
"4499","Arglu1","OPC",-0.380024184215254,8.27303826310676,16.1836867784798,0.000731861003450345,0.136244894315653,0.136244894315653,"genotype_num"
"4833","Tox3","OPC",0.427772352204182,7.02254267040928,16.4879759847794,0.000671671780728102,0.136244894315653,0.136244894315653,"genotype_num"
"5841","Prmt2","OPC",0.443007093116279,6.88393170722516,16.3323781804441,0.000701735769075578,0.136244894315653,0.136244894315653,"genotype_num"
"8258","Elfn2","OPC",-0.313717106977309,8.85427019749019,16.2804420068022,0.000712094634766249,0.136244894315653,0.136244894315653,"genotype_num"
"10248","Gprasp1","OPC",-0.328859542125791,8.54979574701323,16.3281760023743,0.000702562376436954,0.136244894315653,0.136244894315653,"genotype_num"
"410","Glul","OPC",0.518206122953694,6.65393086814478,15.5700937761735,0.000872342595932859,0.143432977369749,0.143432977369749,"genotype_num"
