"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Epas11",0.00192966308789275,0.591527403276075,0.302,0.223,1,"MOL_6","Epas1"
"Hebp12",0.0022079869407012,0.270763650947018,0.499,0.448,1,"MOL_6","Hebp1"
"Prxl2a",0.00266573474818148,0.500217121656057,0.341,0.267,1,"MOL_6","Prxl2a"
"Ap2s1",0.00270792963354941,0.34101772335332,0.443,0.385,1,"MOL_6","Ap2s1"
"Ndufa3",0.00522193714481058,0.257222719470709,0.721,0.663,1,"MOL_6","Ndufa3"
"Atp5j2",0.00529571905803711,0.420513315303868,0.508,0.431,1,"MOL_6","Atp5j2"
"Arfip1",0.00579194923169272,0.260166912733077,0.265,0.238,1,"MOL_6","Arfip1"
"Rab5if",0.00596032965084011,0.264078390173001,0.412,0.374,1,"MOL_6","Rab5if"
"Ttc91",0.00732539179284792,0.375115853476232,0.291,0.233,1,"MOL_6","Ttc9"
"Glud1",0.00780082260090046,0.387719742731824,0.544,0.463,1,"MOL_6","Glud1"
"Ndufa12",0.00856541123892006,0.412167068807652,0.349,0.304,1,"MOL_6","Ndufa12"
"Ppp1r8",0.00901557922894367,0.324049105830969,0.266,0.244,1,"MOL_6","Ppp1r8"
"Mapre11",0.00911809308705351,0.303335787734465,0.451,0.407,1,"MOL_6","Mapre1"
"Synpr",9.08405654418762e-50,2.66230323341649,0.697,0.109,1.73133033675672e-45,"MOL_7","Synpr"
"Cntn1",1.38586609454197e-48,2.83341794098768,0.669,0.089,2.64132218958755e-44,"MOL_7","Cntn1"
"Fos1",1.91433274953814e-40,2.037067166553,0.931,0.367,3.64852678734475e-36,"MOL_7","Fos"
"Tspan21",3.20424267986779e-40,0.857446536621285,1,0.988,6.10696612356002e-36,"MOL_7","Tspan2"
"Pdxk1",6.2504814421906e-40,2.06515356349003,0.855,0.271,1.19127925806711e-35,"MOL_7","Pdxk"
"Prickle11",3.29296098793401e-39,1.67958382224037,0.966,0.528,6.27605434690342e-35,"MOL_7","Prickle1"
"Plekha11",6.98377000758059e-39,1.56833355498479,0.972,0.685,1.33103672574478e-34,"MOL_7","Plekha1"
"Egr11",6.71513513564593e-36,1.77468834824324,0.876,0.338,1.27983760550276e-31,"MOL_7","Egr1"
"Cd811",2.5026854586412e-35,0.780171235511103,1,0.985,4.76986821562427e-31,"MOL_7","Cd81"
"Mal1",2.69128671610393e-35,0.798904756781335,1,0.992,5.12932335222248e-31,"MOL_7","Mal"
"Igsf8",1.05031436982718e-34,1.42617084203085,0.931,0.552,2.00179415745362e-30,"MOL_7","Igsf8"
"Pcdh7",6.16818916104277e-34,2.68533496743276,0.49,0.054,1.17559517220314e-29,"MOL_7","Pcdh7"
"Dgat21",1.88333928147924e-32,2.05507262471081,0.676,0.182,3.58945633657127e-28,"MOL_7","Dgat2"
"Slc9a3r2",2.87138486909669e-32,2.3592257542467,0.614,0.13,5.47257242201137e-28,"MOL_7","Slc9a3r2"
"Fosb1",4.65656695590461e-32,1.72081055232823,0.779,0.222,8.8749509612586e-28,"MOL_7","Fosb"
"Jun1",7.11868963881746e-32,1.46928481942416,0.986,0.724,1.35675105826222e-27,"MOL_7","Jun"
"Ptgds4",2.16440895060171e-31,0.933605832662424,1,0.93,4.12514701895179e-27,"MOL_7","Ptgds"
"Cldn11",1.58344666207076e-30,0.507892660678135,1,0.996,3.01789099324065e-26,"MOL_7","Cldn11"
"Rap1gap",1.39964863538218e-29,2.34358931909386,0.559,0.099,2.6675903341749e-25,"MOL_7","Rap1gap"
"Adgrg1",2.13676888474216e-28,1.94769647160906,0.71,0.172,4.07246781743008e-24,"MOL_7","Adgrg1"
"Add11",1.03179435539112e-26,0.961646285363071,0.986,0.876,1.96649686193994e-22,"MOL_7","Add1"
"Junb1",1.40933531911597e-24,2.22860465483013,0.559,0.141,2.68605218470313e-20,"MOL_7","Junb"
"Kirrel3",2.30905086465132e-24,1.75483734930896,0.572,0.147,4.40082004293895e-20,"MOL_7","Kirrel3"
"Ier2",6.74089979217561e-24,2.47699236004915,0.524,0.115,1.28474809139075e-19,"MOL_7","Ier2"
"Kit",6.83806386444632e-24,2.09773412208347,0.393,0.063,1.30326659192482e-19,"MOL_7","Kit"
"Ttyh13",1.51952744799025e-23,1.24109101536929,0.876,0.501,2.89606736312462e-19,"MOL_7","Ttyh1"
"Phyhipl1",3.14451989987322e-23,0.827207902595124,0.986,0.817,5.99314047716838e-19,"MOL_7","Phyhipl"
"Parvb",3.84741772866204e-23,1.65648053764831,0.49,0.112,7.33279344905698e-19,"MOL_7","Parvb"
"Inppl1",4.07383174191678e-23,1.7125808115405,0.559,0.149,7.76431591691918e-19,"MOL_7","Inppl1"
"Sh3gl31",4.37614662759778e-23,1.13328508934924,0.945,0.604,8.34049785753861e-19,"MOL_7","Sh3gl3"
"Phlda12",8.19219529428816e-23,1.43009176374853,0.566,0.185,1.56135050113838e-18,"MOL_7","Phlda1"
"Hebp13",1.48621757767297e-22,1.14523729596433,0.876,0.447,2.83258208128691e-18,"MOL_7","Hebp1"
"Dnmt3a",2.58899643600841e-22,1.20691252048646,0.821,0.408,4.93436830738844e-18,"MOL_7","Dnmt3a"
"Man1a",3.01161217894523e-22,1.87075699098391,0.566,0.137,5.73983165185171e-18,"MOL_7","Man1a"
"Cntfr2",4.13901634288334e-22,1.32580562223816,0.814,0.324,7.88855124790136e-18,"MOL_7","Cntfr"
"Dusp12",2.07559644377625e-21,1.82183343755064,0.779,0.341,3.95587926219315e-17,"MOL_7","Dusp1"
"Btg21",2.7927914039337e-21,1.49201564757557,0.559,0.199,5.32278113675724e-17,"MOL_7","Btg2"
"Opalin1",7.58905676031714e-21,0.634203630454464,1,0.934,1.44639832794884e-16,"MOL_7","Opalin"
"Nlgn3",2.36198943826922e-20,1.8329875735374,0.407,0.094,4.50171567039731e-16,"MOL_7","Nlgn3"
"Phldb11",3.51792959294588e-20,0.547273210931975,1,0.985,6.70482201119556e-16,"MOL_7","Phldb1"
"Jcad",3.63876362628504e-20,1.81586920476377,0.414,0.092,6.93511959533665e-16,"MOL_7","Jcad"
"Arhgef19",4.07535280161056e-20,1.78875802594845,0.49,0.108,7.76721490458957e-16,"MOL_7","Arhgef19"
"Rasgef1b",4.55999431061685e-20,1.64849392053771,0.524,0.151,8.69089315660466e-16,"MOL_7","Rasgef1b"
"Lpar11",9.854008556721e-20,0.845087451247262,0.931,0.718,1.87807549082546e-15,"MOL_7","Lpar1"
"Lgi31",1.40061568087678e-19,0.53429563016898,0.986,0.955,2.66943342618305e-15,"MOL_7","Lgi3"
"Tmod12",6.13240667025195e-19,0.806064631872901,0.945,0.744,1.16877538728332e-14,"MOL_7","Tmod1"
"Fam13c1",1.41892291142649e-18,1.16700664816985,0.69,0.27,2.70432517688775e-14,"MOL_7","Fam13c"
"Syt111",3.07550966547053e-18,0.460977653051013,1,0.989,5.86161387142028e-14,"MOL_7","Syt11"
"Bmp1",3.92817823675041e-18,1.23657224303118,0.607,0.211,7.4867149014226e-14,"MOL_7","Bmp1"
"Dnajb11",4.07557822900692e-18,1.43705489088261,0.793,0.378,7.7676445466643e-14,"MOL_7","Dnajb1"
"Zfp361",4.58027679584278e-18,1.58014949552908,0.621,0.235,8.72954954519675e-14,"MOL_7","Zfp36"
"Nudt41",4.85259373827582e-18,0.997336493506376,0.855,0.505,9.24855840577988e-14,"MOL_7","Nudt4"
"Cd92",6.14833058838268e-18,0.666647714969945,1,0.868,1.17181032683986e-13,"MOL_7","Cd9"
"Dnaja4",6.27506357069034e-18,1.628636957863,0.4,0.099,1.19596436593787e-13,"MOL_7","Dnaja4"
"Tmem141",6.89144154585543e-18,1.76285469834229,0.497,0.145,1.31343984422459e-13,"MOL_7","Tmem141"
"Desi11",7.83743392753146e-18,0.507805768063804,0.993,0.96,1.49373653224822e-13,"MOL_7","Desi1"
"Gstp11",9.14743333891423e-18,0.762533897746694,0.993,0.86,1.74340932006366e-13,"MOL_7","Gstp1"
"Insig1",1.12407571879713e-17,0.906988828501485,0.945,0.736,2.14237591245544e-13,"MOL_7","Insig1"
"Ctps",1.61698034421053e-17,1.78531291830779,0.393,0.099,3.08180283803085e-13,"MOL_7","Ctps"
"Ank31",1.69455048822921e-17,0.596450608036972,1,0.935,3.22964377551605e-13,"MOL_7","Ank3"
"Tmem163",3.51130116558607e-17,1.30272863104626,0.545,0.174,6.6921888914905e-13,"MOL_7","Tmem163"
"Dusp101",7.19873443612431e-17,1.01025341684613,0.883,0.506,1.37200679618093e-12,"MOL_7","Dusp10"
"Pnmal2",9.30156764313194e-17,1.81118468103509,0.372,0.091,1.77278577710452e-12,"MOL_7","Pnmal2"
"Ablim22",1.02069489965252e-16,1.14656479604822,0.862,0.417,1.94534240924774e-12,"MOL_7","Ablim2"
"Gsto1",3.2370029127127e-16,1.13408494726432,0.407,0.134,6.16940385133913e-12,"MOL_7","Gsto1"
"Sept4",4.26544254727505e-16,0.305187435128365,1,0.996,8.12950695085151e-12,"MOL_7","Sept4"
"Mcam1",1.48426892332386e-15,0.600749545811783,0.966,0.758,2.82886814096294e-11,"MOL_7","Mcam"
"Acsl3",2.30871443621937e-15,0.944175522706755,0.876,0.599,4.40017884399049e-11,"MOL_7","Acsl3"
"Plp1",3.6603061491348e-15,0.259258269698361,1,0.999,6.97617748963601e-11,"MOL_7","Plp1"
"Elfn2",5.04414237847421e-15,2.17754525271099,0.255,0.037,9.613630959134e-11,"MOL_7","Elfn2"
"Egr2",1.14334941596308e-14,2.05187981052088,0.297,0.061,2.17910965188403e-10,"MOL_7","Egr2"
"Ccp1101",1.89038224580505e-14,0.518382501156358,0.993,0.905,3.60287952227985e-10,"MOL_7","Ccp110"
"Npr1",4.36876906387314e-14,1.52335583250632,0.331,0.076,8.32643695883582e-10,"MOL_7","Npr1"
"Fbxl52",4.52854076666803e-14,0.78868379658867,0.931,0.731,8.6309458471926e-10,"MOL_7","Fbxl5"
"Gamt",5.21095974633217e-14,0.836189324438338,0.869,0.59,9.93156818053449e-10,"MOL_7","Gamt"
"Smurf1",5.94043039848019e-14,1.33599269637153,0.503,0.174,1.13218662964634e-09,"MOL_7","Smurf1"
"Clmn",5.96482913339879e-14,0.586554211822669,0.986,0.824,1.13683678453448e-09,"MOL_7","Clmn"
"Ust",6.8175207807844e-14,1.59892409276315,0.386,0.091,1.2993512856097e-09,"MOL_7","Ust"
"Ptn1",8.07940622564802e-14,0.540953614508401,0.993,0.906,1.53985403254626e-09,"MOL_7","Ptn"
"Rtkn",1.13705721313899e-13,0.61818295558144,0.931,0.721,2.16711734252161e-09,"MOL_7","Rtkn"
"Kdm6b",1.30901943168194e-13,1.47210885335483,0.379,0.104,2.4948601348426e-09,"MOL_7","Kdm6b"
"Myo18a1",2.93440928533379e-13,0.711993549478033,0.903,0.567,5.59269065691768e-09,"MOL_7","Myo18a"
"Mgat5",3.12513856313329e-13,1.21813084160435,0.517,0.177,5.95620158747574e-09,"MOL_7","Mgat5"
"Epas12",4.11288711666229e-13,1.0351715785957,0.586,0.224,7.83875155564666e-09,"MOL_7","Epas1"
"Hs3st11",5.27701083288011e-13,0.846198224185869,0.841,0.59,1.00574549463862e-08,"MOL_7","Hs3st1"
"Inpp4a",5.47460181038791e-13,1.84010691404905,0.255,0.053,1.04340435904183e-08,"MOL_7","Inpp4a"
"Ckb3",6.6157774994742e-13,0.557886827587613,0.966,0.822,1.26090103362479e-08,"MOL_7","Ckb"
"Olig21",6.7881821589028e-13,0.513135081673097,0.952,0.76,1.29375963766529e-08,"MOL_7","Olig2"
"Klf4",6.84054247483292e-13,1.86746349329478,0.276,0.05,1.30373899027841e-08,"MOL_7","Klf4"
"Nfasc1",1.19162947055754e-12,0.498523360085683,0.979,0.946,2.27112660793562e-08,"MOL_7","Nfasc"
"Gfra1",1.54467316586032e-12,1.1525470887961,0.448,0.137,2.94399258681318e-08,"MOL_7","Gfra1"
"Zfp467",1.81479088487288e-12,1.27788602042959,0.331,0.105,3.45880994747923e-08,"MOL_7","Zfp467"
"Mt12",2.53051203373447e-12,1.18904341583759,0.876,0.579,4.82290288509453e-08,"MOL_7","Mt1"
"Vangl1",4.07425252639568e-12,1.19647455777536,0.421,0.127,7.76511789005754e-08,"MOL_7","Vangl1"
"Crtac1",9.27619068407012e-12,1.44925296474958,0.317,0.095,1.76794918247692e-07,"MOL_7","Crtac1"
"Hspa1a1",9.45577918069803e-12,1.08131067685753,0.572,0.29,1.80217695404924e-07,"MOL_7","Hspa1a"
"Pdlim21",1.31947369025702e-11,0.686493124284145,0.841,0.573,2.51478490626086e-07,"MOL_7","Pdlim2"
"Dab1",1.33609337164638e-11,1.0676187856844,0.317,0.106,2.54646035702084e-07,"MOL_7","Dab1"
"Cnp1",1.76033339879315e-11,0.385583834713139,1,0.991,3.35501942475987e-07,"MOL_7","Cnp"
"Ptprs",1.90630763195551e-11,1.05798919504304,0.503,0.201,3.63323171574401e-07,"MOL_7","Ptprs"
"Olig1",2.21701132946088e-11,0.58852405753574,0.966,0.795,4.22540189281948e-07,"MOL_7","Olig1"
"Sgk21",2.24014974045652e-11,1.05676503656593,0.586,0.259,4.26950139033609e-07,"MOL_7","Sgk2"
"Plat",3.21757169281594e-11,1.44382581679926,0.462,0.139,6.13236988933789e-07,"MOL_7","Plat"
"Aebp12",3.3324720518257e-11,0.871785182356239,0.634,0.269,6.3513584835746e-07,"MOL_7","Aebp1"
"Bmf",4.0137506437825e-11,1.80608328639562,0.262,0.044,7.64980735198507e-07,"MOL_7","Bmf"
"Tsc22d1",4.45239607877445e-11,1.1262893206525,0.372,0.113,8.48582168653622e-07,"MOL_7","Tsc22d1"
"Adamts11",4.70289824805262e-11,0.920295603258979,0.621,0.311,8.96325377096348e-07,"MOL_7","Adamts1"
"Scrn11",6.54776293508266e-11,0.701533871222021,0.538,0.273,1.2479381377974e-06,"MOL_7","Scrn1"
"Zfand5",8.85244579507427e-11,0.528350198313775,0.91,0.66,1.6871876440832e-06,"MOL_7","Zfand5"
"Erbin1",1.00569977910393e-10,0.401871843311174,1,0.952,1.91676320899419e-06,"MOL_7","Erbin"
"Foxj11",1.04610581937351e-10,1.12185349742094,0.49,0.19,1.99377308114397e-06,"MOL_7","Foxj1"
"Fabp51",1.20650139876829e-10,0.75165502415658,0.903,0.713,2.29947101591248e-06,"MOL_7","Fabp5"
"Erf1",1.40164935307756e-10,0.810113822341374,0.717,0.437,2.67140350203051e-06,"MOL_7","Erf"
"Rab33a",1.40975667442348e-10,1.02054476401686,0.483,0.236,2.68685524578371e-06,"MOL_7","Rab33a"
"Itgb1",2.0619906255484e-10,0.652026048859086,0.724,0.468,3.92994793323269e-06,"MOL_7","Itgb1"
"Retreg3",2.08974054323044e-10,0.677468977327199,0.862,0.558,3.9828365013429e-06,"MOL_7","Retreg3"
"Kndc11",2.70011775964797e-10,0.471145432969765,0.966,0.848,5.14615443811306e-06,"MOL_7","Kndc1"
"Serinc51",3.88705653123079e-10,0.518079543817547,0.986,0.845,7.40834104287277e-06,"MOL_7","Serinc5"
"Daam11",4.07321023083702e-10,0.549648344238257,0.979,0.862,7.76313137895227e-06,"MOL_7","Daam1"
"Ubc1",4.39428857770951e-10,0.570806133374694,0.972,0.883,8.37507460025655e-06,"MOL_7","Ubc"
"Mog",4.72230382007649e-10,0.348134572146248,1,0.983,9.00023885068379e-06,"MOL_7","Mog"
"Ddit41",5.21442576930522e-10,0.802384325466101,0.862,0.603,9.93817407371882e-06,"MOL_7","Ddit4"
"Fam234b1",5.62392698192289e-10,0.70450834048212,0.759,0.425,1.07186424348468e-05,"MOL_7","Fam234b"
"Slk",7.43810393119578e-10,0.628412015387254,0.69,0.423,1.4176282282466e-05,"MOL_7","Slk"
"Hmgcs11",8.80160223460258e-10,0.773871323200109,0.917,0.673,1.67749736989291e-05,"MOL_7","Hmgcs1"
"Pde7a",8.92456362413455e-10,0.831603289456739,0.338,0.127,1.7009325811238e-05,"MOL_7","Pde7a"
"Map2k1",9.15894660427754e-10,0.577791020998163,0.634,0.352,1.74560363330926e-05,"MOL_7","Map2k1"
"Cstb1",1.06673294580974e-09,0.669983168257344,0.717,0.41,2.03308632141878e-05,"MOL_7","Cstb"
"Pcyt2",1.09986206739318e-09,0.751033496738037,0.759,0.473,2.09622711424466e-05,"MOL_7","Pcyt2"
"Mapre12",1.11106915173661e-09,0.661434404037625,0.724,0.407,2.11758669629481e-05,"MOL_7","Mapre1"
"Arpc1b",1.17723351473196e-09,0.532733287895754,0.476,0.245,2.24368935572764e-05,"MOL_7","Arpc1b"
"Aldh3b11",1.62203065129456e-09,0.77237831940838,0.51,0.243,3.0914282183023e-05,"MOL_7","Aldh3b1"
"Mdm2",1.82825754654559e-09,0.861919105316343,0.752,0.417,3.48447605796123e-05,"MOL_7","Mdm2"
"Bcar1",2.43653829639569e-09,0.603552239289065,0.883,0.652,4.64379833910055e-05,"MOL_7","Bcar1"
"Rabgap1",2.8129990411016e-09,0.650482526640643,0.648,0.343,5.36129487243553e-05,"MOL_7","Rabgap1"
"Tspan3",3.10358484196052e-09,0.489857899326903,0.972,0.836,5.91512235029256e-05,"MOL_7","Tspan3"
"Cd632",3.10716218079619e-09,0.561557857683124,0.903,0.63,5.92194040037946e-05,"MOL_7","Cd63"
"Pcdh17",3.27023928919425e-09,1.00213341086915,0.379,0.142,6.23274906127532e-05,"MOL_7","Pcdh17"
"Plk31",3.7494321140511e-09,0.85182368211638,0.497,0.248,7.14604266616999e-05,"MOL_7","Plk3"
"Per11",5.05042261151614e-09,0.771327194683263,0.669,0.32,9.6256004552886e-05,"MOL_7","Per1"
"Klhl24",6.17790058693221e-09,0.537636821848086,0.669,0.402,0.000117744607286341,"MOL_7","Klhl24"
"Csrnp1",7.44197368587007e-09,1.28937039946214,0.276,0.086,0.000141836576478998,"MOL_7","Csrnp1"
"Rapgef32",7.77495926526337e-09,0.874647309782688,0.517,0.231,0.000148182948636655,"MOL_7","Rapgef3"
"Capn51",8.08832327633255e-09,0.848428821637853,0.766,0.438,0.000154155353323622,"MOL_7","Capn5"
"Hspa1b1",1.05869319867459e-08,1.19650858800372,0.614,0.343,0.00020177633673539,"MOL_7","Hspa1b"
"Ttc92",1.27079752902513e-08,0.754826128479951,0.517,0.234,0.0002422013010569,"MOL_7","Ttc9"
"Dgkz",1.31066931437774e-08,0.718429558849564,0.641,0.318,0.000249800464627254,"MOL_7","Dgkz"
"Metrn",1.38689001726731e-08,0.678040500684214,0.703,0.379,0.000264327368390977,"MOL_7","Metrn"
"Lims21",1.43723389449061e-08,0.648129318629344,0.434,0.219,0.000273922407950965,"MOL_7","Lims2"
"Brsk1",1.63361744686914e-08,0.542032371518912,0.676,0.364,0.000311351149198789,"MOL_7","Brsk1"
"Adam15",1.66534018182546e-08,0.676750256400294,0.621,0.33,0.000317397185254114,"MOL_7","Adam15"
"Chadl",1.91556021472735e-08,0.735754039317089,0.297,0.114,0.000365086621324885,"MOL_7","Chadl"
"Slc43a2",2.13928893523778e-08,0.726746336014819,0.724,0.448,0.000407727078166968,"MOL_7","Slc43a2"
"Marcksl11",2.29187445225548e-08,0.830081476626785,0.766,0.53,0.000436808351855372,"MOL_7","Marcksl1"
"Dexi",3.28160180833321e-08,0.737757738874619,0.359,0.162,0.000625440488650227,"MOL_7","Dexi"
"Rab39b",3.33035776146846e-08,0.73954591589141,0.421,0.217,0.000634732885758273,"MOL_7","Rab39b"
"Hist3h2ba",3.51843885549809e-08,0.972824509668043,0.29,0.117,0.00067057926146938,"MOL_7","Hist3h2ba"
"Actr8",3.78543414654233e-08,0.708157218926324,0.421,0.187,0.000721465893989504,"MOL_7","Actr8"
"Tmem134",4.74747139682643e-08,0.690553257532694,0.531,0.293,0.000904820573521149,"MOL_7","Tmem134"
"Snap29",4.83503137274043e-08,0.508060558659115,0.393,0.193,0.000921508629330598,"MOL_7","Snap29"
"Bscl2",5.49497879579644e-08,0.29706530721963,0.476,0.261,0.00104728800869084,"MOL_7","Bscl2"
"Tcp11l2",6.441743443175e-08,0.690082866381218,0.524,0.255,0.00122773188283472,"MOL_7","Tcp11l2"
"Cryab",6.82813747188531e-08,0.260572867781462,1,0.987,0.00130137472076662,"MOL_7","Cryab"
"Tyro31",6.88722210290898e-08,0.38813091269187,0.986,0.891,0.00131263566059342,"MOL_7","Tyro3"
"Slc35e2",6.92109254149482e-08,0.610880742486637,0.393,0.173,0.0013190910274835,"MOL_7","Slc35e2"
"Dll1",7.88806276530184e-08,1.08469887087146,0.276,0.089,0.00150338588243888,"MOL_7","Dll1"
"Rictor",8.25250256517652e-08,0.556514349041398,0.572,0.32,0.00157284446389699,"MOL_7","Rictor"
"Arpc1a",8.7776851354214e-08,0.402850630967642,0.814,0.576,0.00167293900995996,"MOL_7","Arpc1a"
"Leprot",9.00334867068972e-08,0.743846266099572,0.71,0.387,0.00171594822314675,"MOL_7","Leprot"
"Cadm4",9.33164999328534e-08,0.290683554559574,0.986,0.928,0.00177851917222025,"MOL_7","Cadm4"
"Hspa2",9.39487359078233e-08,0.760988292092779,0.421,0.181,0.00179056895766721,"MOL_7","Hspa2"
"Fam214a",1.06069008701932e-07,1.06394366717263,0.372,0.152,0.00202156923685012,"MOL_7","Fam214a"
"Gnl3",1.08303941990051e-07,0.544502313579684,0.366,0.162,0.00206416483038839,"MOL_7","Gnl3"
"Adgrl1",1.21557209918672e-07,1.22541768125929,0.297,0.086,0.00231675886383996,"MOL_7","Adgrl1"
"Pde4b",1.23732896926225e-07,0.259405751834828,1,0.962,0.00235822528251691,"MOL_7","Pde4b"
"Dnajc6",1.252094645682e-07,0.355863320081308,0.814,0.583,0.00238636718520531,"MOL_7","Dnajc6"
"Snap91",1.28100478639603e-07,0.528075887967378,0.31,0.128,0.00244146702239219,"MOL_7","Snap91"
"Phactr32",1.3154892148425e-07,0.441109829958376,0.793,0.482,0.00250719089456833,"MOL_7","Phactr3"
"Nav2",1.35970127801524e-07,0.713575184738334,0.386,0.179,0.00259145466576924,"MOL_7","Nav2"
"Sbf1",1.51675964094944e-07,0.62259803283251,0.71,0.443,0.00289079219968554,"MOL_7","Sbf1"
"Tubg1",1.56686067057966e-07,0.706081110623461,0.4,0.191,0.00298627975205778,"MOL_7","Tubg1"
"Tubb4b",1.59262185947373e-07,0.53548443428016,0.683,0.43,0.00303537800197098,"MOL_7","Tubb4b"
"Nlgn2",1.70858066091723e-07,0.556887863797553,0.531,0.287,0.00325638388164215,"MOL_7","Nlgn2"
"Ubald1",1.78519118423744e-07,0.626039126026108,0.579,0.305,0.00340239587803813,"MOL_7","Ubald1"
"Tecr",1.82287212564212e-07,0.457028906667617,0.966,0.845,0.00347421198426131,"MOL_7","Tecr"
"Ppp2r5b",2.03889993898033e-07,0.508629433620108,0.828,0.509,0.0038859393937026,"MOL_7","Ppp2r5b"
"Plpbp",2.15295668357133e-07,0.59464267179644,0.586,0.349,0.0041033201432186,"MOL_7","Plpbp"
"Grcc10",2.23530234155291e-07,0.339553698475597,0.676,0.396,0.0042602627327657,"MOL_7","Grcc10"
"Hspa81",2.32055931138679e-07,0.401120631037238,1,0.915,0.00442275399157208,"MOL_7","Hspa8"
"Hid11",2.47951288376529e-07,0.391171103055707,0.862,0.636,0.00472570360516827,"MOL_7","Hid1"
"Lypd6",2.56613863755883e-07,0.766620383537272,0.283,0.116,0.00489080362932337,"MOL_7","Lypd6"
"Cux2",2.69601711607016e-07,0.810086447303506,0.283,0.099,0.00513833902151812,"MOL_7","Cux2"
"Gramd1a",2.84128844432697e-07,0.417152838226371,0.324,0.157,0.00541521164604277,"MOL_7","Gramd1a"
"Gkap1",3.21745945678665e-07,0.355939420669611,0.717,0.4,0.00613215597868968,"MOL_7","Gkap1"
"Hsp90aa11",3.43400910153556e-07,0.441261022492665,0.959,0.904,0.00654487794661662,"MOL_7","Hsp90aa1"
"Fkbp9",3.43934399123539e-07,0.585786088277258,0.338,0.155,0.00655504571289552,"MOL_7","Fkbp9"
"Ifi27",3.75845415807738e-07,0.299175572103515,0.641,0.391,0.00716323777987967,"MOL_7","Ifi27"
"Pak1",3.92881031185794e-07,0.388162381046574,0.986,0.87,0.00748791957337004,"MOL_7","Pak1"
"Usp6nl",4.35262661142905e-07,0.821839921421022,0.559,0.296,0.00829567105872262,"MOL_7","Usp6nl"
"Cacnb4",4.46451702630111e-07,0.636342136824175,0.586,0.308,0.00850892300042729,"MOL_7","Cacnb4"
"Srf",5.14274316168254e-07,0.448574627067392,0.407,0.214,0.00980155419185075,"MOL_7","Srf"
"Bcas11",5.31452262351019e-07,0.353449841862816,0.917,0.697,0.0101289486681481,"MOL_7","Bcas1"
"Ppp1r15a",5.50453616447524e-07,0.573639883870376,0.317,0.137,0.0104910954758734,"MOL_7","Ppp1r15a"
"Lrrc8c",5.51431937266496e-07,0.554069301146981,0.586,0.311,0.0105097412923622,"MOL_7","Lrrc8c"
"Zfp62",5.65987439826034e-07,0.259264707265484,0.434,0.225,0.0107871546156444,"MOL_7","Zfp62"
"Gde1",5.97457825470458e-07,0.530754150510451,0.876,0.748,0.0113869486956415,"MOL_7","Gde1"
"Phlda3",6.05842429642723e-07,0.372968595588337,0.745,0.506,0.0115467508665607,"MOL_7","Phlda3"
"Map3k11",6.530607350213e-07,0.458936031602533,0.614,0.378,0.012446684548771,"MOL_7","Map3k11"
"Plpp31",6.88596877276026e-07,0.67282440865598,0.669,0.383,0.0131239678840038,"MOL_7","Plpp3"
"Orc2",6.94019660323051e-07,0.6211906095035,0.317,0.142,0.013227320706097,"MOL_7","Orc2"
"Dmpk1",7.98315383058973e-07,0.504230098471398,0.379,0.177,0.015215092885721,"MOL_7","Dmpk"
"Hexim1",8.32455774446413e-07,0.672097740738741,0.586,0.313,0.0158657746051742,"MOL_7","Hexim1"
"Jund1",8.39641474700556e-07,0.399774065526758,0.993,0.907,0.0160027268663179,"MOL_7","Jund"
"Mif",8.43867271731119e-07,0.625831476849385,0.428,0.231,0.0160832663319234,"MOL_7","Mif"
"Polr2a",8.48714314784318e-07,0.502114305749979,0.614,0.367,0.0161756461254743,"MOL_7","Polr2a"
"Sertad1",8.52163427894655e-07,1.12454789370346,0.303,0.099,0.0162413827722442,"MOL_7","Sertad1"
"Pigs",8.63753349542841e-07,0.386945303619533,0.503,0.268,0.016462275088937,"MOL_7","Pigs"
"Gramd3",8.64823623847669e-07,0.62117086543435,0.579,0.341,0.0164826734469127,"MOL_7","Gramd3"
"Katnal1",8.82144578471838e-07,0.450788611078332,0.559,0.3,0.0168127935210948,"MOL_7","Katnal1"
"Clint1",9.55188921212085e-07,0.592447587236178,0.331,0.163,0.0182049456493811,"MOL_7","Clint1"
"Rnaseh2b",1.03645210728859e-06,0.62497915626842,0.359,0.164,0.0197537407128132,"MOL_7","Rnaseh2b"
"Synpo",1.09776331111714e-06,0.675045495704691,0.4,0.183,0.0209222709465816,"MOL_7","Synpo"
"Slc35e3",1.09932133236851e-06,0.745994862473364,0.366,0.163,0.0209519652736114,"MOL_7","Slc35e3"
"Gss1",1.26671034589462e-06,0.470044829878699,0.531,0.304,0.0241422324824056,"MOL_7","Gss"
"Abca5",1.27790727213429e-06,0.894396443676649,0.352,0.138,0.0243556346996074,"MOL_7","Abca5"
"Rasal13",1.34325776623955e-06,0.556458928700249,0.614,0.32,0.0256011497667595,"MOL_7","Rasal1"
"Rnf20",1.34385612017319e-06,0.38470553218816,0.662,0.396,0.0256125537943808,"MOL_7","Rnf20"
"Cir1",1.37339911992751e-06,0.65659398290463,0.462,0.212,0.0261756138266985,"MOL_7","Cir1"
"Zdhhc9",1.38526114349398e-06,0.449210189070026,0.883,0.698,0.0264016921338517,"MOL_7","Zdhhc9"
"Rnf122",1.41161389582018e-06,0.747803295265472,0.524,0.264,0.0269039492404369,"MOL_7","Rnf122"
