"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"P2ry12",1.26917908514164e-70,0.933802513148853,0.989,0.97,2.41892841837145e-66,"Microglia_1","P2ry12"
"P2ry13",2.23872430661164e-51,0.897308413037738,0.965,0.896,4.26678465597113e-47,"Microglia_1","P2ry13"
"Elmo1",4.75543913183722e-49,0.895699731200228,0.967,0.884,9.06339144136855e-45,"Microglia_1","Elmo1"
"Ccr5",1.77524101519203e-43,0.997573736653727,0.938,0.793,3.38343185085448e-39,"Microglia_1","Ccr5"
"Adap2",8.14447016395283e-31,0.673382049255549,0.94,0.853,1.55225456854777e-26,"Microglia_1","Adap2"
"Slc2a5",1.47542502233106e-28,0.937864299318644,0.857,0.66,2.81201255006077e-24,"Microglia_1","Slc2a5"
"Otulinl",3.91724738084776e-28,0.796172916742894,0.904,0.789,7.46588178315774e-24,"Microglia_1","Otulinl"
"Adrb2",1.36239125392987e-27,0.949937961934841,0.866,0.725,2.59658149086495e-23,"Microglia_1","Adrb2"
"Gpr165",8.61483002316686e-27,1.71030116617985,0.481,0.171,1.64190045411537e-22,"Microglia_1","Gpr165"
"Phyhd1",1.55947472799831e-26,0.731930859111956,0.871,0.753,2.97220288409198e-22,"Microglia_1","Phyhd1"
"Dusp7",1.23071950393432e-25,0.946545685195642,0.78,0.59,2.34562830254842e-21,"Microglia_1","Dusp7"
"Slco2b1",3.07587911453907e-25,0.539342894045276,0.977,0.938,5.86231800440001e-21,"Microglia_1","Slco2b1"
"Ubc",8.32291840894732e-25,0.593391501937277,0.958,0.941,1.58626501956127e-20,"Microglia_1","Ubc"
"Tmem173",2.8072471213041e-24,0.78855978315503,0.744,0.595,5.35033228849349e-20,"Microglia_1","Tmem173"
"Tjp1",4.90206370850126e-24,0.934425680520462,0.725,0.55,9.34284322203255e-20,"Microglia_1","Tjp1"
"Numb",7.19479818477055e-23,0.730044247196722,0.857,0.734,1.37125658603542e-18,"Microglia_1","Numb"
"Fchsd2",1.65286402734059e-22,0.812967330409692,0.793,0.652,3.15019354970843e-18,"Microglia_1","Fchsd2"
"Mef2a",3.04077918602092e-22,0.634461795304981,0.89,0.812,5.79542105063727e-18,"Microglia_1","Mef2a"
"Ifngr1",4.83533185210259e-22,0.612747500781317,0.93,0.87,9.21565897692233e-18,"Microglia_1","Ifngr1"
"Sall1",5.77138065766523e-20,0.601712564283843,0.957,0.89,1.09996743954442e-15,"Microglia_1","Sall1"
"Gna15",6.00151608473869e-20,0.793835271690413,0.795,0.659,1.14382895059035e-15,"Microglia_1","Gna15"
"Alox5ap",1.15296156036396e-19,0.981241074464393,0.804,0.603,2.19742943789768e-15,"Microglia_1","Alox5ap"
"Epb41l2",1.75821641431582e-19,0.454872299257752,0.977,0.964,3.35098466404452e-15,"Microglia_1","Epb41l2"
"Rapgef5",2.65496449188178e-19,0.999045255456592,0.634,0.432,5.06009682507749e-15,"Microglia_1","Rapgef5"
"Camk2n1",4.65621437066172e-19,1.21402459993622,0.509,0.249,8.87427896904417e-15,"Microglia_1","Camk2n1"
"Fgd2",5.39619917315461e-19,1.01266564926102,0.776,0.555,1.02846160041154e-14,"Microglia_1","Fgd2"
"Cep68",5.46683781329711e-19,1.15497774727507,0.504,0.295,1.0419246188363e-14,"Microglia_1","Cep68"
"Agmo",2.1745176642569e-18,0.980845375187215,0.707,0.513,4.14441321630723e-14,"Microglia_1","Agmo"
"Siglece",3.44010312723162e-18,1.48431875395378,0.414,0.188,6.55649255019074e-14,"Microglia_1","Siglece"
"Plcl2",9.04063063232297e-18,0.70358562575289,0.703,0.585,1.72305379221443e-13,"Microglia_1","Plcl2"
"Zfp36l2",1.67108101190875e-17,0.701268469030552,0.899,0.82,3.18491330059689e-13,"Microglia_1","Zfp36l2"
"Epha2",4.24344742221106e-17,1.20373633078277,0.542,0.307,8.08758644199206e-13,"Microglia_1","Epha2"
"Abl1",5.53178636473156e-17,0.832596372109401,0.616,0.473,1.05430316325419e-12,"Microglia_1","Abl1"
"Grap",7.58454049712673e-17,1.08985330308865,0.456,0.252,1.44553757334738e-12,"Microglia_1","Grap"
"Ifitm10",7.77288204306139e-17,0.802857947588553,0.706,0.557,1.48143358858707e-12,"Microglia_1","Ifitm10"
"Stab1",8.55526293373048e-17,0.982955234804735,0.505,0.303,1.63054756253969e-12,"Microglia_1","Stab1"
"Tgm2",3.64249497357209e-16,1.20641235598816,0.411,0.177,6.94223117013104e-12,"Microglia_1","Tgm2"
"Cttnbp2nl",6.14871592550479e-16,0.476206190580081,0.895,0.855,1.17188376824196e-11,"Microglia_1","Cttnbp2nl"
"Zbtb18",7.85370590736664e-16,0.621398873717898,0.697,0.596,1.49683780888501e-11,"Microglia_1","Zbtb18"
"Ldhb",9.34811320443476e-16,0.438496216066807,0.851,0.813,1.78165689563322e-11,"Microglia_1","Ldhb"
"Soga1",2.16035844834063e-15,0.791855407575251,0.839,0.699,4.11742716669241e-11,"Microglia_1","Soga1"
"Cd33",3.17166687462136e-15,0.62045310535701,0.917,0.835,6.04487989634085e-11,"Microglia_1","Cd33"
"Tpst2",6.16953642003481e-15,0.768322306635659,0.67,0.542,1.17585194629443e-10,"Microglia_1","Tpst2"
"Wnk1",1.64973720731826e-14,0.412630298277175,0.905,0.895,3.14423414342787e-10,"Microglia_1","Wnk1"
"Cebpd",1.84091517161661e-14,1.08439128725865,0.555,0.363,3.50860022558411e-10,"Microglia_1","Cebpd"
"Ggta1",2.21685530181925e-14,1.33163470303917,0.426,0.216,4.22510451973731e-10,"Microglia_1","Ggta1"
"Tmem204",4.67859412369424e-14,1.68992137387752,0.27,0.102,8.91693254034886e-10,"Microglia_1","Tmem204"
"Prex1",8.15166486977207e-14,0.502171549652714,0.851,0.8,1.55362580752986e-09,"Microglia_1","Prex1"
"Sipa1",9.95585312989197e-14,0.69347335610658,0.776,0.67,1.89748604802611e-09,"Microglia_1","Sipa1"
"Pnp",1.19039031934079e-13,0.866584638805098,0.693,0.545,2.26876490963161e-09,"Microglia_1","Pnp"
"Dusp6",2.22285081104046e-13,0.559157369068829,0.89,0.825,4.23653136076201e-09,"Microglia_1","Dusp6"
"Tm6sf1",3.945166437207e-13,0.697723745981047,0.668,0.546,7.51909271267281e-09,"Microglia_1","Tm6sf1"
"Mvb12b",5.07923022033056e-13,0.564439295314746,0.741,0.657,9.68050487692802e-09,"Microglia_1","Mvb12b"
"Dock10",5.88680777552733e-13,0.858387034304031,0.794,0.625,1.12196669393775e-08,"Microglia_1","Dock10"
"Lfng",5.89899599945008e-13,0.922609955304639,0.54,0.355,1.12428964753519e-08,"Microglia_1","Lfng"
"Clec4a2",1.4876066904061e-12,1.28236406644204,0.266,0.118,2.83522959124498e-08,"Microglia_1","Clec4a2"
"Myo18b",1.48936370871789e-12,1.13831218302005,0.352,0.198,2.83857829244542e-08,"Microglia_1","Myo18b"
"Clk1",1.51865664343348e-12,0.485304509140509,0.92,0.877,2.89440769671988e-08,"Microglia_1","Clk1"
"Zfand5",1.62065030107609e-12,0.349954932811537,0.811,0.789,3.08879740882092e-08,"Microglia_1","Zfand5"
"Snn",2.35529103580032e-12,0.986067397324826,0.538,0.358,4.48894918513184e-08,"Microglia_1","Snn"
"Sema4b",2.54848258033443e-12,1.38557850903804,0.272,0.118,4.85715294985938e-08,"Microglia_1","Sema4b"
"Fam91a1",2.83678272804803e-12,0.511269005956394,0.856,0.799,5.40662420138675e-08,"Microglia_1","Fam91a1"
"Nfam1",3.38404706529771e-12,0.689152894045916,0.649,0.54,6.4496553017509e-08,"Microglia_1","Nfam1"
"Ikzf1",3.7731016544334e-12,0.533815130627404,0.857,0.793,7.19115444318462e-08,"Microglia_1","Ikzf1"
"Pdlim4",4.59334915885935e-12,0.915659524547266,0.448,0.294,8.75446416187004e-08,"Microglia_1","Pdlim4"
"Arhgef40",5.30378812350702e-12,0.613728871963563,0.586,0.488,1.0108489784592e-07,"Microglia_1","Arhgef40"
"Slco4a1",5.33766990774459e-12,1.7128316956414,0.257,0.082,1.01730650771704e-07,"Microglia_1","Slco4a1"
"Pip4k2a",6.34927480664273e-12,0.609027932152526,0.715,0.633,1.21010828539804e-07,"Microglia_1","Pip4k2a"
"Zfp710",7.47787841231321e-12,0.84096082240812,0.732,0.581,1.42520884660277e-07,"Microglia_1","Zfp710"
"Rhoh",9.77019555088848e-12,0.656182351496443,0.615,0.515,1.86210157004384e-07,"Microglia_1","Rhoh"
"Slc40a1",1.00145184851568e-11,0.993846487984056,0.492,0.308,1.90866707808603e-07,"Microglia_1","Slc40a1"
"Tbc1d9",1.19179498172451e-11,0.706634913019508,0.5,0.386,2.27144205566875e-07,"Microglia_1","Tbc1d9"
"Col27a1",1.24533620196413e-11,0.716463118472192,0.681,0.556,2.37348626732344e-07,"Microglia_1","Col27a1"
"Pid1",1.43585027284045e-11,0.86158586326001,0.483,0.346,2.73658703500662e-07,"Microglia_1","Pid1"
"Wasf2",1.5495752826042e-11,0.421245382647008,0.775,0.732,2.95333553111535e-07,"Microglia_1","Wasf2"
"Arhgap45",1.64048865462506e-11,0.512522552269663,0.859,0.796,3.12660732684991e-07,"Microglia_1","Arhgap45"
"Lyl1",2.59955221493633e-11,0.790019056312031,0.685,0.548,4.95448656644715e-07,"Microglia_1","Lyl1"
"Pwwp2a",2.79324125494886e-11,0.607725339551704,0.673,0.583,5.32363850780703e-07,"Microglia_1","Pwwp2a"
"Erf",3.06695082325635e-11,0.64553909091564,0.746,0.678,5.84530157404427e-07,"Microglia_1","Erf"
"Tle3",3.41425981130759e-11,0.797528646387334,0.538,0.407,6.50723777437114e-07,"Microglia_1","Tle3"
"Mertk",4.05504691042811e-11,0.338400173774549,0.948,0.922,7.72851390658494e-07,"Microglia_1","Mertk"
"Atp6v0a2",4.87921144100659e-11,0.833075127924352,0.618,0.476,9.29928908541446e-07,"Microglia_1","Atp6v0a2"
"Pde3b",7.32599993395843e-11,0.509235293849484,0.877,0.815,1.39626232741314e-06,"Microglia_1","Pde3b"
"Snx29",1.03367679359315e-10,0.387749474874599,0.862,0.823,1.97008460090918e-06,"Microglia_1","Snx29"
"Man1a",1.11738625385626e-10,0.630903344077944,0.701,0.595,2.12962646122465e-06,"Microglia_1","Man1a"
"Mtss1",1.32642440787078e-10,1.1674576731996,0.327,0.174,2.52803227896092e-06,"Microglia_1","Mtss1"
"Scamp2",1.6812560370987e-10,0.485103412062086,0.851,0.805,3.20430588110641e-06,"Microglia_1","Scamp2"
"Inpp4b",1.96336184023802e-10,0.701339775333475,0.498,0.387,3.74197133130963e-06,"Microglia_1","Inpp4b"
"Rtn4rl1",2.31364715234317e-10,0.581950958674373,0.696,0.621,4.40958010765085e-06,"Microglia_1","Rtn4rl1"
"Mgat1",2.33954987424982e-10,0.59038315693917,0.671,0.596,4.45894810533272e-06,"Microglia_1","Mgat1"
"Tsc22d3",2.50297485974476e-10,1.27956760941393,0.475,0.29,4.77041978518753e-06,"Microglia_1","Tsc22d3"
"Susd3",3.36705416291243e-10,0.821890173446968,0.571,0.427,6.4172685290948e-06,"Microglia_1","Susd3"
"Tab2",4.69154123718012e-10,0.558738488650218,0.727,0.658,8.9416084439416e-06,"Microglia_1","Tab2"
"Ckb",5.34242743753235e-10,0.634983581671407,0.742,0.652,1.01821324531929e-05,"Microglia_1","Ckb"
"Dnajb1",5.49761428491468e-10,1.34913524077526,0.566,0.417,1.04779030656189e-05,"Microglia_1","Dnajb1"
"Hspa1b",6.14622174513158e-10,1.1112038313524,0.358,0.22,1.17140840240463e-05,"Microglia_1","Hspa1b"
"Cass4",6.59762187358962e-10,1.67350724865606,0.302,0.121,1.25744075288744e-05,"Microglia_1","Cass4"
"Cmtm7",6.62117846271047e-10,0.636978915792099,0.63,0.51,1.26193040320799e-05,"Microglia_1","Cmtm7"
"Rp2",8.70044675123593e-10,0.473511632071355,0.76,0.7,1.65821814631806e-05,"Microglia_1","Rp2"
"Limd2",1.00801131914339e-09,0.346992285191657,0.836,0.798,1.92116877315538e-05,"Microglia_1","Limd2"
"Clec4a3",1.02579695830209e-09,0.97718486015547,0.317,0.19,1.95506642282795e-05,"Microglia_1","Clec4a3"
"Tsc22d2",2.05586542524877e-09,0.658788522349491,0.657,0.589,3.91827391398163e-05,"Microglia_1","Tsc22d2"
"Fbrsl1",2.09263015023371e-09,0.670018160892295,0.465,0.374,3.98834380333043e-05,"Microglia_1","Fbrsl1"
"Tfe3",3.07445127300815e-09,0.454295196375668,0.589,0.539,5.85959668122624e-05,"Microglia_1","Tfe3"
"Srsf5",4.75082094374068e-09,0.451296585430764,0.842,0.802,9.05458963667537e-05,"Microglia_1","Srsf5"
"Calm2",5.16439114743026e-09,0.510111652359472,0.774,0.746,9.84281308788734e-05,"Microglia_1","Calm2"
"Ms4a6b",5.39827316504521e-09,1.2038338560106,0.305,0.163,0.000102885688252597,"Microglia_1","Ms4a6b"
"Mapk14",8.29370294900934e-09,0.510519210805955,0.706,0.636,0.000158069684505169,"Microglia_1","Mapk14"
"Kif21b",8.57088288042346e-09,0.464804148265725,0.764,0.706,0.000163352456817991,"Microglia_1","Kif21b"
"Rnf180",9.10494701203951e-09,0.423793499592415,0.39,0.355,0.000173531185102461,"Microglia_1","Rnf180"
"Zmiz1",1.01877742018234e-08,0.366119730629466,0.754,0.728,0.000194168788512552,"Microglia_1","Zmiz1"
"Twf2",1.12018115438316e-08,0.521385029732253,0.607,0.544,0.000213495326213886,"Microglia_1","Twf2"
"Rap1gds1",1.27944614310745e-08,0.339071234373788,0.774,0.754,0.000243849640414849,"Microglia_1","Rap1gds1"
"Grk2",1.35091980468118e-08,0.559160757560943,0.789,0.704,0.000257471805574186,"Microglia_1","Grk2"
"Ptp4a3",1.36984268709197e-08,0.452328966666539,0.601,0.541,0.000261078317732858,"Microglia_1","Ptp4a3"
"Fry",1.44144418881794e-08,1.1598356486249,0.27,0.148,0.000274724847946812,"Microglia_1","Fry"
"Idh2",1.54805788815111e-08,0.672164739508197,0.511,0.417,0.000295044352902719,"Microglia_1","Idh2"
"Etv5",2.09531618187622e-08,0.512829703715428,0.701,0.624,0.000399346311103788,"Microglia_1","Etv5"
"Akna",2.14071411458379e-08,0.588710268310279,0.597,0.514,0.000407998703098525,"Microglia_1","Akna"
"Casp8",2.19629541164794e-08,0.696104493572177,0.485,0.393,0.00041859194250598,"Microglia_1","Casp8"
"Scamp5",2.20819065295059e-08,0.679950634360182,0.575,0.472,0.000420859056545853,"Microglia_1","Scamp5"
"Rassf2",2.22624417732794e-08,0.419335685615941,0.764,0.717,0.000424299877756932,"Microglia_1","Rassf2"
"Dnm2",2.31413908457569e-08,0.384614363068481,0.665,0.631,0.000441051768129281,"Microglia_1","Dnm2"
"Dip2b",2.58776865865027e-08,0.598318663281508,0.672,0.582,0.000493202828652155,"Microglia_1","Dip2b"
"Rogdi",2.72978072479412e-08,0.549414484506651,0.616,0.543,0.000520268908338512,"Microglia_1","Rogdi"
"Nav3",3.03383997565534e-08,0.505814934749796,0.739,0.658,0.000578219560960152,"Microglia_1","Nav3"
"Abhd15",3.12441572000789e-08,0.960765805128709,0.378,0.241,0.000595482392076304,"Microglia_1","Abhd15"
"Lrp5",3.45402823675382e-08,0.399410484912375,0.616,0.586,0.000658303241642911,"Microglia_1","Lrp5"
"Irgm2",3.55057319746264e-08,0.792707543682162,0.376,0.275,0.000676703745704404,"Microglia_1","Irgm2"
"Cxxc5",3.64956626826622e-08,0.399927827819041,0.743,0.714,0.000695570835068858,"Microglia_1","Cxxc5"
"Sqor",3.84591888418396e-08,0.792717137180892,0.418,0.311,0.00073299368013662,"Microglia_1","Sqor"
"Upk1b",4.19272382614788e-08,0.974885672646649,0.324,0.218,0.000799091234025524,"Microglia_1","Upk1b"
"Cds1",5.18386182067451e-08,0.582731206014912,0.436,0.378,0.000987992224402355,"Microglia_1","Cds1"
"Wdfy2",5.467755545632e-08,0.887446591508435,0.464,0.328,0.001042099529442,"Microglia_1","Wdfy2"
"Ulk2",5.63420346523704e-08,0.599840933803002,0.672,0.595,0.00107382283843953,"Microglia_1","Ulk2"
"Camk2d",6.48588450318918e-08,0.66471294405655,0.528,0.437,0.00123614472746283,"Microglia_1","Camk2d"
"Rtn1",6.48776756972058e-08,1.01725159965497,0.454,0.295,0.00123650362111305,"Microglia_1","Rtn1"
"Capn3",6.68125052695059e-08,0.356145505296398,0.695,0.665,0.00127337953793151,"Microglia_1","Capn3"
"Snta1",6.82044737338375e-08,0.827667384328211,0.392,0.274,0.00129990906489321,"Microglia_1","Snta1"
"Klf3",8.62640640689214e-08,0.709346694937918,0.638,0.517,0.00164410679708957,"Microglia_1","Klf3"
"Lcp2",1.03742640769576e-07,0.412660710698472,0.704,0.658,0.00197723099042735,"Microglia_1","Lcp2"
"Prpsap2",1.24903880055377e-07,0.658192730752796,0.642,0.537,0.00238054304997542,"Microglia_1","Prpsap2"
"Ankrd44",1.3195243463898e-07,0.53424670528598,0.499,0.427,0.00251488145178433,"Microglia_1","Ankrd44"
"Nav2",1.76980214729018e-07,0.717242195433107,0.289,0.212,0.00337306591252035,"Microglia_1","Nav2"
"Dapp1",1.85493887341266e-07,0.84937358806904,0.475,0.345,0.00353532799883719,"Microglia_1","Dapp1"
"Zfp90",1.86038368298662e-07,0.721452287924314,0.483,0.381,0.00354570526140421,"Microglia_1","Zfp90"
"Pik3cg",2.06449100456479e-07,0.469701331456617,0.769,0.715,0.00393471340560004,"Microglia_1","Pik3cg"
"Ncbp3",2.35239840684003e-07,0.473801163088936,0.334,0.297,0.00448343612359641,"Microglia_1","Ncbp3"
"Il16",2.50626725386593e-07,0.739610018447781,0.634,0.494,0.00477669475914308,"Microglia_1","Il16"
"Ctc1",2.56109884301174e-07,0.597320889349783,0.489,0.383,0.00488119828489607,"Microglia_1","Ctc1"
"Eng",2.91912130865102e-07,0.757045727026526,0.62,0.502,0.00556355330215798,"Microglia_1","Eng"
"Fam110a",3.18263144494298e-07,0.890225043656811,0.321,0.218,0.00606577727091683,"Microglia_1","Fam110a"
"Ddx17",3.26362901204941e-07,0.287589294378851,0.812,0.796,0.00622015053406497,"Microglia_1","Ddx17"
"Mlph",3.35163381793446e-07,0.747911028808173,0.434,0.33,0.00638787889360129,"Microglia_1","Mlph"
"Fmnl1",3.85902222274922e-07,0.345587622724765,0.724,0.682,0.00735491045433773,"Microglia_1","Fmnl1"
"St3gal5",3.99987347517796e-07,0.52920460289332,0.64,0.565,0.00762335885634168,"Microglia_1","St3gal5"
"Bid",4.47781514365659e-07,0.953650820917853,0.298,0.197,0.00853426788229509,"Microglia_1","Bid"
"Dock8",4.51740575912132e-07,0.495834317695692,0.756,0.713,0.00860972363630932,"Microglia_1","Dock8"
"B4galt1",4.6434515128418e-07,0.415587115531678,0.697,0.646,0.00884995423832518,"Microglia_1","B4galt1"
"Rin3",5.20826224262738e-07,0.682844437941619,0.472,0.388,0.00992642700822352,"Microglia_1","Rin3"
"Trio",5.94775173376127e-07,0.540671071478366,0.6,0.532,0.0113358200293756,"Microglia_1","Trio"
"Usp24",6.57334568810847e-07,0.675161822273188,0.48,0.393,0.0125281395469659,"Microglia_1","Usp24"
"Pld1",6.98445285944507e-07,0.912168952734095,0.397,0.264,0.0133116687048164,"Microglia_1","Pld1"
"Son",7.82229083916626e-07,0.336360224848146,0.848,0.832,0.014908504110367,"Microglia_1","Son"
"Pik3r5",8.60328358036237e-07,0.685088415361618,0.538,0.421,0.0163969981758126,"Microglia_1","Pik3r5"
"Lrrc3",8.76371325841746e-07,0.646241720569543,0.566,0.471,0.0167027610992178,"Microglia_1","Lrrc3"
"Arap3",8.97029223691873e-07,0.377078519100033,0.504,0.48,0.0170964799743434,"Microglia_1","Arap3"
"Jak1",9.2022592822079e-07,0.323433787921226,0.64,0.62,0.01753858596596,"Microglia_1","Jak1"
"Celf2",1.01900013144753e-06,0.506381628969111,0.72,0.657,0.0194211235052586,"Microglia_1","Celf2"
"Arhgap12",1.02294509684835e-06,0.699368425537244,0.522,0.415,0.0194963106008328,"Microglia_1","Arhgap12"
"Rab35",1.02298583584852e-06,0.407474472729713,0.533,0.484,0.019497087045437,"Microglia_1","Rab35"
"Cbx4",1.10426973065449e-06,0.847244144071632,0.451,0.358,0.021046276796544,"Microglia_1","Cbx4"
"Chsy1",1.20995142012578e-06,0.747871017470957,0.487,0.39,0.0230604641161773,"Microglia_1","Chsy1"
"Acp2",1.36104598105286e-06,0.358986433020105,0.558,0.519,0.0259401753528865,"Microglia_1","Acp2"
"Slc36a1",1.46184572035348e-06,0.60034582497993,0.517,0.443,0.0278613175842171,"Microglia_1","Slc36a1"
"Plod1",1.46725953676435e-06,0.579027531289541,0.458,0.391,0.0279644995111918,"Microglia_1","Plod1"
"Tubgcp5",1.5574692929798e-06,0.586665887579404,0.549,0.482,0.029683807254902,"Microglia_1","Tubgcp5"
"Slc25a37",1.62228931616999e-06,0.864457033607506,0.388,0.273,0.0309192120768838,"Microglia_1","Slc25a37"
"Sash3",1.65736343941007e-06,0.697986232294349,0.411,0.322,0.0315876897917166,"Microglia_1","Sash3"
"Kcnk6",1.78989561058244e-06,0.577393958526671,0.607,0.525,0.0341136204420907,"Microglia_1","Kcnk6"
"Pdlim5",1.9366867408749e-06,0.813169783071289,0.288,0.201,0.0369113125943347,"Microglia_1","Pdlim5"
"Vav2",1.98047498215826e-06,0.601534037487436,0.474,0.385,0.0377458726849542,"Microglia_1","Vav2"
"Tbkbp1",2.1052057136302e-06,0.67884228314552,0.344,0.267,0.0401231156960779,"Microglia_1","Tbkbp1"
"Aftph",2.10582779461671e-06,0.563096399444713,0.48,0.412,0.0401349719375999,"Microglia_1","Aftph"
"Sox4",2.18788444336533e-06,0.781249987836192,0.38,0.273,0.0416988896060998,"Microglia_1","Sox4"
"Cnot8",2.54687783594143e-06,0.386924973968924,0.548,0.526,0.0485409446752078,"Microglia_1","Cnot8"
"Prkab1",2.6710708070513e-06,1.08070429907541,0.379,0.233,0.0509079385115907,"Microglia_1","Prkab1"
"Pip4p1",2.6760961594217e-06,0.342564867853074,0.741,0.727,0.0510037167024181,"Microglia_1","Pip4p1"
"Ncoa3",2.82923097498678e-06,0.396450647831904,0.687,0.656,0.0539223131522731,"Microglia_1","Ncoa3"
"Cflar",3.05932374973627e-06,0.563808294279264,0.502,0.443,0.0583076513462236,"Microglia_1","Cflar"
"Trmt2a",3.3065327009118e-06,0.356892241473084,0.384,0.382,0.0630192067466779,"Microglia_1","Trmt2a"
"Spred1",3.3898891066475e-06,0.259293452088175,0.596,0.586,0.0646078964835946,"Microglia_1","Spred1"
"Arid3b",3.44341989312306e-06,0.830918402921695,0.319,0.229,0.0656281397430323,"Microglia_1","Arid3b"
"Zfp740",3.66046685610185e-06,0.623572778693686,0.479,0.404,0.0697648378104452,"Microglia_1","Zfp740"
"Pald1",4.43857242722711e-06,0.493074508552879,0.65,0.594,0.0845947518905216,"Microglia_1","Pald1"
"G3bp2",4.55586208152217e-06,0.516122293224171,0.525,0.471,0.0868301754117311,"Microglia_1","G3bp2"
"Tgfbrap1",4.72650829249069e-06,0.770071942684425,0.39,0.288,0.09008252154658,"Microglia_1","Tgfbrap1"
"Gimap6",5.00222976704973e-06,1.08397806084676,0.256,0.152,0.0953374971302009,"Microglia_1","Gimap6"
"Agps",5.04844651609788e-06,0.659109694045754,0.427,0.358,0.0962183421503095,"Microglia_1","Agps"
"Sla",5.60989494367891e-06,0.654036731929453,0.633,0.526,0.106918987731576,"Microglia_1","Sla"
"Themis2",5.70569705626395e-06,0.542814506972682,0.487,0.41,0.108744880195335,"Microglia_1","Themis2"
"Fgd3",6.05857968677134e-06,0.545248580759354,0.474,0.425,0.115470470250175,"Microglia_1","Fgd3"
"Lst1",6.14130233505043e-06,1.1170696300917,0.389,0.229,0.117047081203726,"Microglia_1","Lst1"
"Apc",6.1590398150933e-06,0.367429233950993,0.439,0.411,0.117385139835863,"Microglia_1","Apc"
"C5ar2",6.62426329539866e-06,0.659530511828858,0.456,0.369,0.126251834147003,"Microglia_1","C5ar2"
"Vps37b",7.07940455840416e-06,0.541975471031343,0.518,0.44,0.134926371478625,"Microglia_1","Vps37b"
"Zyx",7.11842719194604e-06,0.563670949170517,0.556,0.484,0.1356701038513,"Microglia_1","Zyx"
"Wdr44",7.79519783947405e-06,0.755585031147812,0.284,0.207,0.148568675622536,"Microglia_1","Wdr44"
"Yy1",9.69485339192949e-06,0.376703620960916,0.463,0.444,0.184774210796784,"Microglia_1","Yy1"
"Sall3",1.08749277871913e-05,0.482020245030527,0.557,0.515,0.207265248696078,"Microglia_1","Sall3"
"Gal3st4",1.15947576571526e-05,0.819678360830715,0.406,0.298,0.220984486187672,"Microglia_1","Gal3st4"
"Arhgap4",1.1595939334387e-05,0.835006790152362,0.38,0.27,0.221007007774082,"Microglia_1","Arhgap4"
"Usp2",1.16910833786248e-05,0.481429915550478,0.548,0.501,0.222820358113211,"Microglia_1","Usp2"
"Hs6st1",1.32417227540041e-05,0.613961271733934,0.535,0.451,0.252373993968564,"Microglia_1","Hs6st1"
"Wdfy3",1.62628788900866e-05,0.383158062615168,0.645,0.623,0.30995420876616,"Microglia_1","Wdfy3"
"Rnf167",1.66010744004112e-05,0.538206412567011,0.561,0.487,0.316399876997438,"Microglia_1","Rnf167"
"Pxk",1.68558434779441e-05,0.703104123529282,0.382,0.309,0.321255520846137,"Microglia_1","Pxk"
"Jmjd1c",1.82760600748904e-05,0.386782344069049,0.845,0.809,0.348323428967337,"Microglia_1","Jmjd1c"
"Trafd1",1.83110096212164e-05,0.548247452757806,0.545,0.484,0.348989532370764,"Microglia_1","Trafd1"
"Fmnl3",1.87461048223985e-05,0.340834084131485,0.83,0.808,0.357282011810093,"Microglia_1","Fmnl3"
"Epc2",1.95075691873713e-05,0.593200482909786,0.278,0.234,0.37179476114211,"Microglia_1","Epc2"
"Itpripl1",2.03936859065154e-05,0.692056512527409,0.455,0.352,0.388683259692277,"Microglia_1","Itpripl1"
"Tmem170b",2.06961966531111e-05,0.568521880798023,0.516,0.435,0.394448812011644,"Microglia_1","Tmem170b"
"Aagab",2.09131816194633e-05,0.464880867238361,0.639,0.593,0.398584328485352,"Microglia_1","Aagab"
"Lgals9",2.22048368082702e-05,0.262473459339971,0.707,0.679,0.423201984728822,"Microglia_1","Lgals9"
"Picalm",2.22137814482819e-05,0.274397440342705,0.903,0.893,0.423372460622805,"Microglia_1","Picalm"
"Morc3",2.26034021997085e-05,0.663113486979005,0.413,0.333,0.430798242524244,"Microglia_1","Morc3"
"Pag1",2.27407857102663e-05,0.400151218588001,0.81,0.776,0.433416634851965,"Microglia_1","Pag1"
"Dnaja1",2.39288143213447e-05,0.666384786255613,0.624,0.587,0.45605927215051,"Microglia_1","Dnaja1"
"Rab6b",2.73588954729555e-05,0.37523665634972,0.546,0.519,0.521433188819059,"Microglia_1","Rab6b"
"Pxn",2.73608428641929e-05,0.715836913120651,0.372,0.291,0.521470304148653,"Microglia_1","Pxn"
"Map4k4",2.75961780358525e-05,0.295594196606604,0.645,0.642,0.525955557185313,"Microglia_1","Map4k4"
"Fcgr1",2.84968818323173e-05,0.356812803659255,0.829,0.787,0.543122070842135,"Microglia_1","Fcgr1"
"Slc8a1",2.91820933924951e-05,0.38632875695027,0.722,0.689,0.556181517967564,"Microglia_1","Slc8a1"
"Nfatc2",3.06181478098979e-05,0.747330752226488,0.462,0.357,0.583551279108844,"Microglia_1","Nfatc2"
"Zbtb7a",3.19277786967345e-05,0.54752182624239,0.484,0.403,0.608511534181063,"Microglia_1","Zbtb7a"
"Tnfaip8l2",3.24278535597715e-05,0.330883165519024,0.668,0.645,0.618042460995685,"Microglia_1","Tnfaip8l2"
