"","gene","cluster_id","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","coef"
"3","Rb1cc1","HPF CR Glut",0.269899148430593,7.82196477131475,1.04732441087184,0.322571151948236,0.927382976852474,0.927382976852474,"genotype_num"
"5","Vcpip1","HPF CR Glut",-0.583432774964847,7.05945052318103,2.67071451970113,0.123360053914918,0.927382976852474,0.927382976852474,"genotype_num"
"11","Kcnb2","HPF CR Glut",0.182918260631731,8.95025109772956,0.864999552788411,0.367266736181182,0.927382976852474,0.927382976852474,"genotype_num"
"15","Tram2","HPF CR Glut",1.16464725736063,7.25332227027621,12.5872320155165,0.00293272306177178,0.927382976852474,0.927382976852474,"genotype_num"
"17","Rims1","HPF CR Glut",0.43529199715203,8.0434098608014,3.82204798918303,0.0697471432288478,0.927382976852474,0.927382976852474,"genotype_num"
"19","Lmbrd1","HPF CR Glut",-0.214120424171233,8.29606882695709,0.888133805313355,0.361116791097916,0.927382976852474,0.927382976852474,"genotype_num"
"21","Khdrbs2","HPF CR Glut",0.5691087214933,7.4270609261106,4.21550317286065,0.0582006683848802,0.927382976852474,0.927382976852474,"genotype_num"
"27","Plekhb2","HPF CR Glut",-0.405427698095039,8.32556007197506,2.69019186975479,0.122047502084875,0.927382976852474,0.927382976852474,"genotype_num"
"28","Hs6st1","HPF CR Glut",-0.48228693021595,7.51059105959243,3.42031649294359,0.0844923521779456,0.927382976852474,0.927382976852474,"genotype_num"
"30","Kansl3","HPF CR Glut",0.356657593530425,7.62939204088864,1.82760763469881,0.196727454802219,0.927382976852474,0.927382976852474,"genotype_num"
"31","Lman2l","HPF CR Glut",-0.270583443722259,8.22677877787189,1.57592622319623,0.228813238499709,0.927382976852474,0.927382976852474,"genotype_num"
"33","Cnnm3","HPF CR Glut",-0.50752404075192,7.90650844608373,3.55511007021541,0.0791571254393739,0.927382976852474,0.927382976852474,"genotype_num"
"35","Actr1b","HPF CR Glut",-0.379718482004877,8.00116410167716,2.43462935304443,0.139814068353217,0.927382976852474,0.927382976852474,"genotype_num"
"42","Map4k4","HPF CR Glut",0.532256411084829,7.55864951807762,3.91912240681423,0.0666692928807279,0.927382976852474,0.927382976852474,"genotype_num"
"43","Nck2","HPF CR Glut",0.351845470257165,6.86082795333674,0.883199704626283,0.3624616694184,0.927382976852474,0.927382976852474,"genotype_num"
"44","Tpp2","HPF CR Glut",0.495903566768462,7.31143447730983,3.18782592452933,0.094730163789754,0.927382976852474,0.927382976852474,"genotype_num"
"45","Slc39a10","HPF CR Glut",-0.351233876990627,7.80198669436255,1.90488252106216,0.188037141401809,0.927382976852474,0.927382976852474,"genotype_num"
"46","Gls","HPF CR Glut",-0.22089191638472,8.01838319388248,0.964889572708017,0.341749636203824,0.927382976852474,0.927382976852474,"genotype_num"
"47","Mfsd6","HPF CR Glut",-0.351803680604492,7.40302026410042,1.2133136970864,0.288295535264193,0.927382976852474,0.927382976852474,"genotype_num"
"48","Inpp1","HPF CR Glut",0.796429800952828,7.29081154367768,6.5869656345014,0.0216798490440023,0.927382976852474,0.927382976852474,"genotype_num"
"49","Hecw2","HPF CR Glut",0.445577019602982,7.09192859282724,1.67716473659185,0.215181655604209,0.927382976852474,0.927382976852474,"genotype_num"
"50","Pgap1","HPF CR Glut",-0.313716161831506,7.20647866694734,0.878236960897118,0.363753310419194,0.927382976852474,0.927382976852474,"genotype_num"
"52","Mob4","HPF CR Glut",0.404375481247606,6.93086174752026,1.14893827128498,0.300992260273984,0.927382976852474,0.927382976852474,"genotype_num"
"53","Spats2l","HPF CR Glut",-0.618382827219278,6.88793938510075,2.52152509096096,0.133514586806263,0.927382976852474,0.927382976852474,"genotype_num"
"55","Clk1","HPF CR Glut",0.32132707257905,9.75781671921317,2.66868111575035,0.123427194373319,0.927382976852474,0.927382976852474,"genotype_num"
"58","Bmpr2","HPF CR Glut",-0.364222670503573,8.30808090373981,2.0722985250052,0.170815116127731,0.927382976852474,0.927382976852474,"genotype_num"
"62","Ino80d","HPF CR Glut",0.270090977073988,7.89041647936446,1.0472635672184,0.322582216415445,0.927382976852474,0.927382976852474,"genotype_num"
"63","Ndufs1","HPF CR Glut",-0.843160738811318,6.96765226094941,6.15025520459499,0.0257312284066052,0.927382976852474,0.927382976852474,"genotype_num"
"68","Creb1","HPF CR Glut",-0.311860740868614,7.34897966352475,0.941368483420474,0.347538059161637,0.927382976852474,0.927382976852474,"genotype_num"
"69","Map2","HPF CR Glut",-0.278691296473202,8.92083785686883,1.4002649321584,0.255339927383375,0.927382976852474,0.927382976852474,"genotype_num"
