"","gene","cluster_id","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","coef"
"1968","Rsrp1","DG Glut",-0.948202039552961,8.73669471876523,26.5242082198813,1.95640212640276e-05,0.165707260106314,0.165707260106314,"genotype_num"
"253","Cdh7","DG Glut",-2.93852828651764,4.45671955836617,23.2113130674005,4.55116524560071e-05,0.174855945403581,0.174855945403581,"genotype_num"
"8466","mt-Nd4","DG Glut",1.00667578021376,8.06615936005581,22.3179846571605,6.19324481948929e-05,0.174855945403581,0.174855945403581,"genotype_num"
"2158","Lmbr1","DG Glut",2.23825060514859,5.19023286357753,20.6816669760439,0.000100022345869831,0.211797317379368,0.211797317379368,"genotype_num"
"261","C1ql2","DG Glut",0.662855310280298,9.98582269150522,18.2586789035782,0.000209065057625025,0.265189967933241,0.265189967933241,"genotype_num"
"1936","Epb41","DG Glut",-0.902664441150768,7.25778473481328,17.3194261417911,0.0002817839092561,0.265189967933241,0.265189967933241,"genotype_num"
"4588","Cck","DG Glut",1.0208421503245,6.99360515598907,17.9429170717424,0.000230963132003749,0.265189967933241,0.265189967933241,"genotype_num"
"6069","Tubb2b","DG Glut",1.60171562853702,5.89393405477359,18.0893823352473,0.000220589752396184,0.265189967933241,0.265189967933241,"genotype_num"
"6557","Pcdh20","DG Glut",0.786952191337768,8.61769459693225,17.5887301292888,0.000258481522749599,0.265189967933241,0.265189967933241,"genotype_num"
"5303","Wscd1","DG Glut",1.14924274182464,6.58792257537514,16.7685123687075,0.000336799512320083,0.28526918693511,0.28526918693511,"genotype_num"
"4575","Stt3b","DG Glut",0.881200255426282,7.35330788447418,16.1887081617427,0.000407404808499459,0.313701702544583,0.313701702544583,"genotype_num"
"285","Mfsd4a","DG Glut",-0.820424476353439,7.47494853629249,15.3895941419529,0.000532145555572282,0.329154932004498,0.329154932004498,"genotype_num"
"5708","Trib2","DG Glut",3.2099036143466,4.52599549403825,15.2134130715257,0.00054405773885041,0.329154932004498,0.329154932004498,"genotype_num"
"6573","Spry2","DG Glut",-1.04778892800082,6.39341040561385,15.5282061761037,0.000507919497902701,0.329154932004498,0.329154932004498,"genotype_num"
"4226","Scn3b","DG Glut",0.725336013382569,8.56634463587149,14.9970428453562,0.000608005755149904,0.343320583074646,0.343320583074646,"genotype_num"
"2348","Sparcl1","DG Glut",0.64108808054776,9.54526388595499,14.7664227656287,0.000657958107831727,0.34830657333342,0.34830657333342,"genotype_num"
"5897","Fos","DG Glut",-2.04304883952425,5.3772741330507,13.3548358816949,0.00108162454299224,0.508964437730238,0.508964437730238,"genotype_num"
"6774","Sun2","DG Glut",-1.07005849335921,6.07138594552911,13.3772001649434,0.00107031805593549,0.508964437730238,0.508964437730238,"genotype_num"
